旅館名稱,最低房價,最高房價,地址,圖片連結,城市,網站,電話
藍屋民宿,4800,4800,"No.86, Sanmin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/241857.jpg?v=20250516,花蓮市,https://bluehouse.hubnb.com.tw/,886-979-229323
落羽松莊園,4500,5000,"No. 715 Zhonghua Road, Yunlin County Douliou",https://taiwan.taiwanstay.net.tw/twpic/285014.jpeg?v=20250516,斗六市,,886-5-5338877
童心園民宿,3200,4800,"No. 18-3, Taomi Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/274825.JPG?v=20250516,埔里鎮,,886-49-2912403
新格商務汽車飯店,9880,16880,"No.280, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8356131
岩莎灣民宿,4000,6000,"No.82, Ln. 52, Bei’an Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/288604.jpg?v=20250516,台東市,,886-932-523745
月萊精品旅館,2530,4620,"No.339, Sec. 3, Yuanji Rd., Tianzhong Township, Changhua County 520, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/321.jpg?v=20250516,田中鎮,http://www.moon-inn.com.tw,886-4-8755877
鯨魚的家民宿,4000,5500,"No.13, Ln. 277, Gengsheng N. Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/286714.jpg?v=20250516,台東市,,886-930-166019
越牆工園民宿,3600,3600,"No.146, Yanliao, Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",,壽豐鄉,,886-936-833790
賓成精品商旅,2600,4600,"No.26-1, Xihou St., Yilan City, Yilan County 260, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/8705.jpg?v=20250516,宜蘭市,,886-3-9333665
海的聲音民宿,2800,6000,"No.16-1, Fude, Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",,壽豐鄉,http://www.038671381.com,886-3-8671381
碧水山居民宿,3600,3600,"No.455-6, Zhongshan Rd., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/178317.jpg?v=20250516,魚池鄉,,886-49-2855188
博客來民宿,3000,5000,"No.65, Bo’ai St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/297553.jpg?v=20250516,花蓮市,,886-960-302588
書法之家,3500,5500,"No.7-1, Shuiqiang Ln., Puli Township, Nantou County 545, Taiwan (R.O.C.)",,埔里鎮,,886-49-2421328
蝶戀花旅社,1600,1975,"3-4F., No.81, Xiao 3rd Rd., Ren-ai District, Keelung City 200, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/35483.jpg?v=20250516,中山區,,886-2-24201145
紅帽民宿,4500,6000,"No.16, Huiminxincun, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9274198
SINGLE INN單人房,1296,24480,"B1F., No.267, Linsen 1st Rd., Xinxing Dist., Kaohsiung City 800, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/256332.jpg?v=20250516,新興區,,886-7-2363256
玄町本二家日式旅宿,8000,12000,"No.45, Qiongwen Ln., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/274348.jpg?v=20250516,魚池鄉,,886-49-2898057
PASA海岸空間民宿,3200,3800,"No.51, Junjie, Beinan Township, Taitung County 954, Taiwan (R.O.C.)",,卑南鄉,,886-978-576868
道花蓮民宿,1500,4000,"No.26, Aly. 1, Ln. 601, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-910-521290
小斗宅生活民宿,4800,4800,"No.236, Xinzhan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/290889.jpg?v=20250516,台東市,,886-988-732621
水牛山民宿,5000,5000,"No.32, Niushan, Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",,壽豐鄉,,886-3-8601088
愛戀山水時尚民宿,3600,4800,"No.151-95, Zhujiang, Shanshui Li, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/93330.jpg?v=20250516,馬公市,,886-6-9952011
首席渡假村民宿,7500,7500,"No.69, Sanji Central Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-3-9605855
貓追熊民宿,4600,5900,"No.38, Ln. 90, Fengrong Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/6435.jpg?v=20250516,台東市,http://www.taitungbb.com.tw,886-963-735617
頭家民宿,5800,5800,"No.273, Jielin 5th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-937-979555
千嘉旅店,1400,1400,"8F., No.139, Guanqian W. Rd., Banqiao Dist., New Taipei City 220, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265881.jpg?v=20250516,板橋區,,886-2-29695066
柏園民宿,2500,2800,"No.66, Fuyu 5th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8567847
春風小棧,2600,4800,"No.9, Changxing, Guanshan Township, Taitung County 956, Taiwan (R.O.C.)",,關山鎮,,886-89-811218
大倉久和大飯店,50000,160000,"9 Nanjing E. Rd., Sec. 1, Taipei, Taiwan",https://taiwan.taiwanstay.net.tw/twpic/10025.jpg?v=20250516,中山區,http://www.okurataipei.com.tw,886-2-25231111
蘑芽民宿,4500,5500,"No. 21, Ln. 599, Jitai Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/289181.jpg?v=20250516,台東市,,886-935-776989
雀客藏居台北南港,22880,36080,"No.59, Chongyang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/19269.jpg?v=20250516,南港區,,886-2-26512251
涵館民宿,4000,9900,"No.282, Qingbian Rd., Ruifang Dist., New Taipei City 227, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/268110.jpg?v=20250516,瑞芳區,,886-2-24965160
航道民宿,3200,4200,"No.112-1, Jiali 2nd St., Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/48487.jpg?v=20250516,新城鄉,,886-989-538498
HOUSE 303民宿,1600,2400,"No.303, Shunxing Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/13601.jpg?v=20250516,花蓮市,,886-900-750491
珂菲私旅民宿,3000,4500,"No.35, Qiche Rd., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/268148.jpg?v=20250516,瑞芳區,,886-920-291719
星光民宿,4000,5300,"No.39, Ln. 477, Sec. 1, Zhihang Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-89-228330
台北臥客旅店,3000,3000,"7F., No.26, Gangu St., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",,大同區,,886-2-25557177
諾園民宿,2500,5400,"No.73, Ln. 552, Sec. 1, Zhihang Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/4271.jpg?v=20250516,台東市,,886-89-226455
Villia V頂級會館,2600,3800,"No.395, Sec. 2, Xibin Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)       其他英譯方式查詢",https://taiwan.taiwanstay.net.tw/twpic/292379.jpg?v=20250516,五結鄉,,886-912-866080
瑞居行旅,9240,13200,"No.26-11, Dayan Ln., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/283534.jpg?v=20250516,魚池鄉,https://www.thedeer.com.tw/,886-49-2895589
綉麗旅店民宿,2000,3200,"No.133, Shiquan, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/100839.jpg?v=20250516,馬公市,,886-6-9215208
福星旅社,600,1000,"No.15, Kangle Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)",,宜蘭市,,886-3-9323652
愛麗絲民宿,3000,7000,"No.17-3, Ln. 138, Sec. 1, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-938-326797
小古堡民宿,2800,3200,"No.165, Sec. 1, Xing’an Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-965-329010
台北六福萬怡酒店,12000,100000,"7F.、7F.-1,、8F.、 9F. 、 9F-1、 30F., No.359, Sec. 7, Zhongxiao E. Rd., Nangang Dist., Taipei City 115,",https://taiwan.taiwanstay.net.tw/twpic/31277.jpg?v=20250516,南港區,https://www.courtyardtaipei.com.tw/,886-2-21716565
彩虹玻璃海民宿,5000,5000,"No.108, Ln. 102, Anhe Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-900-131803
燦路都飯店,6000,10000,"No.9, Sec. 1, Minquan E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/298186.jpeg?v=20250516,中山區,http://www.sunroute-taipei.com,886-2-25973610
藍天麗池飯店二館,8000,8000,"No.28, Sanmin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/262951.png?v=20250516,花蓮市,,886-3-8336686
天璽商務飯店,10000,20000,"No.126,Linsen Rd.,Hualien City,Hualien County 970,Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/215484.jpg?v=20250516,花蓮市,,886-3-8312939
月橘民宿,13000,13000,"No.185, Jimuwu, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/1457.jpg?v=20250516,馬公市,,886-6-9951926
利吉101民宿,2200,8000,"No.101, Liji Rd., Beinan Township, Taitung County 954, Taiwan (R.O.C.)",,卑南鄉,,886-912-081925
耕菓園民宿,3500,4500,"No.112-6, Jialin, Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/49069.jpg?v=20250516,新城鄉,http://orchard.bnbhl.net/,886-928-875472
艾菲爾渡假民宿,2400,3800,"No.249-1, Xiwei, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/268117.jpg?v=20250516,馬公市,,886-911-192642
台東敲敲門民宿,2000,4000,"No.59, Xinzhan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/292917.jpg?v=20250516,台東市,,886-936-424303
小薇妮民宿,7000,7000,"No.23-1, Aly. 52, Ln. 291, Sec. 2, Qinhe Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-905-500281
金甘丹民宿,3200,5000,"No.112-2, Zhongshan Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/14843.jpg?v=20250516,琉球鄉,,886-983-161564
福美民宿,1000,1400,"No.241, Jingcheng Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/20097.jpg?v=20250516,台東市,,886-89-328466
山啄木青年旅館,1500,6000,"No. 298, Sec. 2, Donggang Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/120472.jpg?v=20250516,宜蘭市,https://app-apac.thebookingbutton.com/properties/centwoohostdirect,886-3-9389701
背包倉庫肆零居,3080,6880,"No.40, Wenhua St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/163955.jpg?v=20250516,台東市,,886-930-658469
佳慧電梯親子民宿,3800,6000,"No.16, Aly. 46, Ln. 275, Sec. 3, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/284197.jpeg?v=20250516,台東市,,886-89-350224
伴居民宿,3600,4800,"No.396-10, Xiwei, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-922-972215
旅行者民宿,3500,3500,"No.188, Xingsheng Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-89-239326
伊豆花園民宿,1800,2600,"No.46, Leli Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/35405.jpg?v=20250516,台東市,http://www.ido-homestay.com.tw,886-89-233699
神農大飯店,3000,3000,"No.18, Caoling, Gukeng Township, Yunlin County 646, Taiwan (R.O.C.)",,古坑鄉,,886-5-5831305
腳印民宿,3000,3000,"No.256, Heping Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8361166
純粹愛大海民宿,10000,10000,"No.5, Fuguang, Fengbin Township, Hualien County 977, Taiwan (R.O.C.)",,花蓮市,,886-913-516760
樂樂民宿,2800,4800,"No.80, Sec. 2, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/65927.JPG?v=20250516,台東市,http://www.tw5168.com.tw/hotelsite/rooms.php?uid=169,886-89-230922
山羊青旅民宿,4000,5400,"No.60, Fuyu 16th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/179103.jpeg?v=20250516,花蓮市,,886-980-541227
賓王大飯店,5500,15000,"3-4F., No.163, Nanjing W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/3851.jpg?v=20250516,大同區,,886-2-25555182
柏林會館,4880,6800,"No.57, Qingtian 1st St., Puli Township, Nantou County 545, Taiwan (R.O.C.)",,埔里鎮,,886-939-136008
晴海民宿,6000,15000,"No.282, Guangfu Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-902-057809
龍蝦洞民宿,2800,2800,"No.15-2, Zhongxing Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261649.jpg?v=20250516,琉球鄉,,886-8-8613921
洛碁大飯店松山館,3000,30000,"No.149, Yucheng St., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/209991.jpg?v=20250516,南港區,https://songshan.greenworldhotels.com/,886-2-27837088
漢來大飯店,11319,346500,"1,2F,10-13F,15-19F,22-42F,NO.266, Cheng-Kung 1st Rd.,801, Kaohsiung, Taiwan, R.O.C.",https://taiwan.taiwanstay.net.tw/twpic/40850.jpg?v=20250516,前金區,http://www.grand-hilai.com,886-7-2161766
魔法奶油飛民宿,4200,5200,"No.27, Xinzhan 2nd St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/7221.jpg?v=20250516,台東市,,886-89-232620
旅人驛站鐵花文創二館,4000,6000,"No.296, Tiehua Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/83153.jpg?v=20250516,台東市,http://www.traveler-inn.com/,886-89-357700
太魯閣會館民宿,12000,15000,"No.6, Xinxing 1st Rd., Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/5079.JPG?v=20250516,新城鄉,,886-938-288868
芙蓉客棧民宿,4000,4500,"46F., Fuxing Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",,埔里鎮,,886-4-25324113
上林園生態民宿,3600,6000,"No.33, Ln. 1, Xiangshan Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/3647.jpg?v=20250516,埔里鎮,,886-49-2919927
松海與花民宿,2000,4600,"No.75, Shuiyuan St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8342567
紅菱閣賓館,1130,2380,"No.80,82, Emei St., Wanhua District, Taipei City 108, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/284598.jpg?v=20250516,萬華區,http://redcabin.mmmtravel.com.tw/,886-2-23619696
仲夏緣民宿,3800,5200,"No.83-61, Xiwei, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9266798
洄瀾窩青年旅舍,5200,12000,"No.83, Guolian 1st Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/48591.JPG?v=20250516,花蓮市,http://hualienwow.com/,886-3-8330186
紅茶工房,3800,6000,"No.39-7, Dayan Ln., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/5451.JPG?v=20250516,魚池鄉,,886-49-2899373
森之屋民宿,1400,3600,"No.5-5, Taomi Ln., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/4137.jpg?v=20250516,埔里鎮,,886-49-2917962
城市商旅南東館,3000,20000,"B3-7F., No.411, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/5997.jpg?v=20250516,松山區,http://www.citysuites.com.tw,886-2-27425888
娜路彎銀河酒店,9600,12000,"No.66, Ln. 216, Sec. 4, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/185886.jpg?v=20250516,台東市,https://www.Naruwan-Galaxy.com.tw,886-89-225000
春上村墅民宿,5000,8000,"No.373, Xiwei, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/36501.jpg?v=20250516,馬公市,,886-965-118018
新驛旅店西門捷運店,2200,13000,"1,2,4,6,7F., No.124, Hengyang Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/157957.jpg?v=20250516,中正區,https://c4.cityinn.com.tw/tw/,886-2-77252288
居佳小棧,2800,4200,"No.73, Zhongshan Rd., Guanshan Township, Taitung County 956, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/886.jpg?v=20250516,關山鎮,,886-89-812683
怡安海岸風情旅店民宿,3500,5200,"No.41-5, Jimuwu, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/136722.jpg?v=20250516,馬公市,,886-6-9950811
樺語民宿,3000,4000,"No.91, Sec. 1, Zhonghua Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-89-358964
酩月大飯店,12880,16880,"4-5F., No.21, Chengdu Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",,萬華區,,886-2-23755218
緻麗伯爵酒店,3600,6500,"No.6, Zhongshan Rd., Douliu City, Yunlin County 640, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/769.jpg?v=20250516,斗六市,https://www.grandearl-hotel.com/,886-5-5341666
台北君品大酒店,15015,323400,"No.3, Sec. 1, Chengde Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/39029.jpg?v=20250516,大同區,http://www.palaisdechinehotel.com/,886-2-21819999
盧家緣.藝民宿,6000,6500,"No.22, Aly. 57, Ln. 91, Sec. 3, Qinghai Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/285699.jpg?v=20250516,台東市,https://luhomeart.ittbnb.com/,886-938-109277
南國旅社,500,700,"1-5F., No.1, Ln. 265, Guanqian W. Rd., Banqiao Dist., New Taipei City 220, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265834.jpg?v=20250516,板橋區,,886-2-29682121
米窩飯店-西門,20000,20000,"1-6F., No.101, Chengdu Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",,萬華區,,886-2-23759951
安平1923民宿,6000,6000,"No.19, Shiping Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/100531.jpg?v=20250516,安平區,,886-929-675775
育樂庭園民宿,4500,6000,"No.7, Ln. 259, Heping, Beinan Township, Taitung County 954, Taiwan (R.O.C.)",,台東市,,886-920-566280
南沙灣民宿,2500,4000,"No.230, Sanmin Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/267345.jpeg?v=20250516,琉球鄉,,886-928-708597
好萊屋民宿,5600,7000,"No.10, Ln. 81, Shanban Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",,琉球鄉,,886-8-8613873
謝老爹民宿,3280,4280,"No.132-1, Wukan, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/83231.jpg?v=20250516,馬公市,http://sielaodad.com.tw/,886-921-867584
金弘旅社,14800,14800,"4F., No.316, Nanjing W. Rd., Datong District, Taipei City 103, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/19579.jpg?v=20250516,大同區,,886-2-25554038
紅瓦厝山居民宿,1500,2400,"No.52, Zhonggua Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/1571.JPG?v=20250516,埔里鎮,http://www.red-villa.com.tw/,886-49-2911683
富翔大飯店,4400,17600,"No.19, Xiaoshe Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/89602.jpg?v=20250516,宜蘭市,http://www.fuhotel.com,886-3-9388386
九份山城山海灣民宿,2400,3100,"No.22, Jieding Ln., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/860.JPG?v=20250516,瑞芳區,,886-936-361406
在家行旅,1000,6200,"No.3, Alley 2, Lane 65, Sec. 2, Jhongshan N. Rd., Jhongshan District, Taipei City",https://taiwan.taiwanstay.net.tw/twpic/151914.jpg?v=20250516,中山區,,886-2-25413959
Ｆ１民宿,6000,7000,"No.107, Gongyuan 3rd Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/23311.jpg?v=20250516,五結鄉,https://f1.ylbnb.tw/,886-939-360940
芙蓉居民宿,3200,4600,"No.736, Xiwen’ao, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,http://froung.com/index.html,886-933-598595
南風小路民宿,2600,3200,"No.152-26, Zhujiang, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-977-629773
豐富民宿,2500,2500,"No.104-9, Ren’ai Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",,琉球鄉,,886-8-8611921
鹿過境民宿,2500,3000,"No.7, Wushihu Rd., Luye Township, Taitung County 955, Taiwan (R.O.C.)",,鹿野鄉,,886-89-550201
微笑58民宿,3200,5600,"No.58, Fude Ln., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/3023.jpg?v=20250516,埔里鎮,https://smile58puli.com/,886-978-657698
青松居民宿,3000,9000,"No.81, Shuiyuan St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-989-129132
森白屋民宿,3200,5200,"No.171, Renchang St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,https://site.traiwan.com/whitehouse/,886-928-349619
美錦樂賓館,650,650,"No.118, Nanya E. Rd., Banqiao Dist., New Taipei City 220, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265843.jpg?v=20250516,板橋區,,886-2-29609933
風清雅筑,2800,5000,"No.136, Gongyuan Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/21387.JPG?v=20250516,五結鄉,http://www.elegancehouse.tw,886-979-583626
藍白拖民宿,3280,7000,"No.48-6, Guomin S. Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-3-9601329
小魚的家民宿,3000,5000,"No.23, Ln. 23, Zhongzheng Rd., Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/227680.png?v=20250516,新城鄉,https://fishshotel.com/,886-935-977060
